Feature,juror_z-stat_maps/juror_scenario.nii.gz,juror_z-stat_maps/juror_evidence.nii.gz,juror_z-stat_maps/juror_case_strength.nii.gz,juror_z-stat_maps/juror_punishment.nii.gz
year old,0.0128,-0.0258,-0.0053,0.0028
years,-0.0715,-0.0856,0.0502,-0.1246
years old,0.0085,-0.0568,0.0346,-0.0615
yield,0.0246,0.0229,0.0178,-0.0381
yielded,0.0524,-0.0267,0.0067,0.0597
young,-0.0234,0.0815,-0.0063,-0.0418
young adults,-0.0353,0.0463,0.025,-0.0581
young healthy,-0.0555,0.033,-0.0179,-0.0018
young older,-0.0037,0.0347,-0.0226,0.0339
younger,0.046,0.0723,-0.0201,0.0508
younger adults,0.0025,0.0131,-0.0132,-0.0007
youth,-0.0392,0.0343,0.0124,-0.0387
zone,-0.0534,-0.0326,-0.004,-0.0427
